id,name
FT9ganNdLP0,Hamisi Pag Disabled Group
EVgBa39rlIw,Hanbingers Ministries Cbo
K1wMA5JMeP4,Handaro Community Development 
fXxxu8yzZIU,Handicap International
gcVpRE00168,Handicap International
gcVpRE00405,Hands Of Hope
pgX2dOdnGJq,Hannannette Cbo
gcVpRE01457,Happen Project
whdp4sPePMs,Happy CBO
mWzkjPT0Ode,Happy Dove 
gcVpRE00406,Happy Dove Disables Shg
oLUg6qMWJdD,Happy Feeding Women
gcVpRE01159,Happy Gallery Community Based Organization
gcVpRE03222,Happy Naomi Cbo
gcVpRE00502,Happy Promotion Centre (Hpc)
gcVpRE01203,Happy Self Help Group
gcVpRE00889,Happy Singers Youth Group
f7IxeSwxcD7,Happy Youth Group
gcVpRE02759,Haraka Ndonduri
gcVpRE00716,Harakati Shg
XRfWChsJbo4,Harakisa Community development Project
gcVpRE02255,Hararsam Women Group
gcVpRE02324,Hardimtu Youth  Group
gcVpRE01402,Harmer Women Group
gcVpRE02257,Hasbunaallah Disable Group
NXp1FXksVBb,Hatukujua Support Group
gcVpRE02113,Haweya Women Group
gcVpRE00461,Hazina Siri Shg
WvlCMO3U34s,Hazina Waja
hLXAYPrZ4e9,Hazinasiri SHG
gcVpRE03353,Health Care Ambassadors
gcVpRE03016,Health Choice Cbo
Ap8N0ADXbGr,Health Education $ Counselling
tE7GNutRabk,Health Facility
UEEFecQrQvN,Health Facility
Do2mhVtbzGO,"Health Facility, < 1 Year"
aDWulqS5S97,"Health Facility, > 1 Year"
POnAMqDX5Al,Health Financing
i0C19PGp8Ov,Health Information
FS7zPnUvA1p,Health Infrastructure
oCnRXuamDBV,Health Infrastructure
OeU6MqgjmEV,Health Leadership and Governance
Yyh6KX9gwjj,Health Leadership and Governance
cXePOUiGhsK,Health Products
SAsIazAhlUa,Health Workforce
Jn9TIYy9TNx,Health facilities
oaeEWmkqafb,Health facilities
ouPHPhOyGIb,Health facilities
vQ9bLKbJPdT,Health facilities
gcVpRE00081,Heart Of Love
pRzAgMhPugv,Hegueendo Compassionate Friends
OBiax8Vypba,Heights Women Group
SJeLeWx6bY9,Hekima Supporting Self Help  Group
gcVpRE00191,Help Mission Development Services
ZiQE5JiDkDe,Hemma
H0Wbh1InkK3,Hence Youth
eF0MOClkzo4,Henzanani Women Group
Ngwvau77dv7,Hepier Welfare Group
gcVpRE00185,Her Story Centre
gcVpRE01707,Her Wadu Support Group
gcVpRE00708,Hera Gi Kwe Women Group
gcVpRE01362,Hera Kokuro Women Group
gcVpRE00690,Hera Wg
eeM2iaTd0FD,Here is Life CBO
iI9RG8ZWivS,Heri Women Group
gcVpRE00255,Heritage Kenya Organization
RuMz4GeTRlB,Heritage Self Help Group
gcVpRE00437,Herstory Centre
gcVpRE02893,Hesha Embaringo Cbo
gKvobOos7co,Hiari Women Group
gcVpRE01936,Hidaya Youth Group
SxKDluZJLOi,Hidden Treasure   Tree Nurseries
gcVpRE02368,Hidding Korondille Youth Group
aSPM6XypYza,High
BdQlhuCskCT,High
Cg8F10lHneq,High
dTU9yt2Ww72,High
lJ3fHkAWQan,High
M5MBH8gfKn1,High
mGlGqRVA3aX,High
nic5fvBq6ch,High
oxyBXUiEeuf,High
SbEu84srMeh,High
TNdhJRHDp90,High
WP9GqP37Vm6,High
x41x5hVWSZT,High
oV0J4E2W0UD,High Fever
gcVpRE00653,High Hope Youth Group
bOp7ApOw8MI,High-Flow Nasal Cannula OxygeN
gcVpRE02811,Highland United Project
duUOLbOmN0p,Highway Self Single Ladies Org
gcVpRE02126,Higma Women Group
gcVpRE02036,Hikundi Community Based Rehab Programme
jFthRmUC4qS,Hip-Hope Post test Club and Youth
gcVpRE00102,Hiv/Aids Control Implementing Group
gcVpRE03386,Hiv\Aids Epidemic Management Organaisation
NurniXYF0vz,Hiyari Women Group
gcVpRE02401,Hodhan Youth Initiative
gcVpRE00377,Hold Hands Heart Care -Cbo
gcVpRE01160,Holistic Community Counselling Group
gcVpRE01482,"Holy Ghost ,Miracle Centre"
wfStEjoITSU,Holy Trinityself Help Group
G3N7xy1tyFQ,Holy family Nangina Mission hospital
e6Q1f4HEgfq,Holy family hospital(FBO)
qtRX9R7L3oN,Holy family hospital(FBO)
A1wrSiXuqDD,Homa Bay County
lvyDI5cVZ4R,Homa Bay County
gcVpRE00188,Homa Hills Community Development Organisation
gcVpRE03133,Homacha  Cbo
bRwk9bVOUj9,Home Based Care
nziYtWECDyq,Home Based Care
gbFPjE9yAcg,Homeland United Widowphan
gcVpRE00654,Homeless Persons Organization
lmo6pGcBpDP,Hope And Faith Mkwajuni Support Group
gcVpRE00438,Hope And Joy Mukuru Cbo
gcVpRE00407,Hope Beyond Women Group
FN6kPY4JJbL,Hope C. D Support Group
gcVpRE03053,Hope Cbo
Paev6d63COI,Hope Development Centre
gcVpRE02238,Hope Disable Group
g6M1FSHibGF,Hope For Africa
gcVpRE01356,Hope For Disabled Project
xWizEbfnYBH,Hope For Orphans Rescue and Education Ceontre (HOREC)
gcVpRE01238,Hope For People With Aids
gcVpRE01012,Hope For Survival
TgAqltbHnuH,Hope Givers shg
gcVpRE00704,Hope Giving Shg
gcVpRE01970,Hope Is Vital Support Group
ikemsxva6HG,Hope Kipsirwo Self Help Group
gcVpRE02733,Hope Life Community Based Organization
st9hZmWgAkI,Hope Link Dev.
I6yYvEbXojD,Hope Network
gcVpRE02715,Hope Ol-Joro-Orok Hiv Campaigners Cbo
t2BkoWKusY5,Hope Oljoroorok
SNClydd4bJr,Hope On Africa Program
aYZRELdM7ae,Hope Plwah Group
gcVpRE01137,Hope Restoration Centre Cbo
gcVpRE03131,Hope Restoration S.H.G
gcVpRE02018,Hope Shg
pn3R6QiJk5r,Hope Support Group
caokeTcO1Pu,Hope Support Kimorigo
gcVpRE00175,Hope Valley Family Institute
jkKeASiRzXj,Hope Valley Family Institute
l0MSoSewWOe,Hope Women Group
PKW940GHk65,Hope Worldwide
bxgFTbV1dnq,Hope Worldwide Kenya
NT0AuRRh3ft,Hope Worldwide Kenya
As7zAh3r7Ik,Hope Worldwidekenya
clMugF7FINW,Hope Worldwidekenya
mYhw9DApH9C,Hope Youth Group
gcVpRE01769,Hope Youth Initiative
lJVVlJpfulP,Hope for Samburu
aobdHwCC7RM,Hope for the diabled project
lDsy084UE7L,Hope is Vital SHG
XaUud7KKV8Y,Hope of life support
blcxd7E5StZ,Hope world wide kenya
Sf4oqXGoTWC,Hope world wide kenya
iwOT1YEHEuQ,Hope worldwide
gcVpRE00317,Hopeline  Foundation
CW73mLF6Ab8,Horec C Clinic 
l0jQUYfOto2,Horec community clinic
gcVpRE02752,Horizon Posttest Club
gcVpRE02169,Hormar Women Group
gcVpRE00004,Horn Of Africa Community Health Based Project
Y2wPys2IWY4,Horn Of Africa Community Health Based Project
fDxKAV4wHAj,Hosana Youth Group
tD2dAQCdJUg,Hosini Support Group
ZpnGlWHv7kd,Hosmabu Women Group
gcVpRE03394,Hossana Project For The Destitute
gcVpRE00380,Hossana Self Help Group
IfzqXyIe9Gj,Hossana Youth Group
GqgLEPcayly,House Of Talents (Hot)
lNvYpu93EZC,House Of Talents (Hot)
SzCSZaNwWYZ,House Of Talents (Hot)
tNYA2PgrLHO,House to House
vhe85utpULd,"House to House, 0-11 months"
oip6bIFCwOB,"House to House, 0-11 months, Not Zero dose"
bUz00a8pctE,"House to House, 0-11 months, Zero dose"
jg9pthd0JoS,"House to House, 12-59 months"
sqjrYVS6XdS,"House to House, 12-59 months, Not Zero dose"
Lvd1oGx0HHb,"House to House, 12-59 months, Zero dose"
meiZiDxWApu,Households
tRzCx9MDANy,Households
uxQvjjW3NlP,Households
CS26lQtDCY4,Housing
DJ6vneliTgB,Housing
sIMt9sQVHz9,Housing
ATpCw1i6oLD,Hoywik Programmes
gcVpRE00012,Hoywik Programmes
gcVpRE02717,Huduma Cbo
XrHGTyVxl5U,Huduma Ya Afya Mwatate
PrMXRqnpsBZ,Huduuma Women Group
gcVpRE02619,Huhoini Green Plwh
gcVpRE00655,Human Empowerment
gcVpRE02731,Humanist Movement Hope Group
hmQdRoeM0Yc,Humanitarian Internationational Voluntary association
mKdbJjSuKAY,Humanity for Orphans Youth and Widows Initiative Kenya
PT80hKPwZea,Humboza Women Group
Dofhh8aJhIC,Hunter Self Help Group
gcVpRE02015,Huruma Centre
IV2azunwfcR,Huruma Disabled group
gcVpRE02744,Huruma Faith Young Mothers
Ly7i3tJjis4,Huruma Linkurungu youth group
gcVpRE00408,Huruma Lions Community Health Initiative
xezWXNdTJjk,Huruma Na Kuangamiza Ukimwi Support Group
gcVpRE00409,Huruma Ncck
gcVpRE03123,Huruma Progress S.H.G
gcVpRE01083,Huruma Self Help Group
gcVpRE01395,Huruma Women Group
A8OFosR8EIX,Huruma na kuangamiza ukimwi support group
XU6GXfYg4vd,Huruma welfare women group
IJA1Ox0QFpz,Hututu Mavuno Shg
gcVpRE00029,I Choose Life (Icl)
mX83okdikTR,I Choose Life (Icl)
GzALarSb1zF,I Choose Life Africa
X6MxzeKsrVO,I Choose Life Africa
N2uV6HcfpXt,I am not so sure
dRZGo5wPLsT,I came for investigations(Laboratory or imaging services)
gfJ29fHPRBy,"I came for preventive services: family planning, immunization, antenatal care, HIV counselling and testing"
cXcQ9e9Oyxf,I came for treatment for myself
idlG1smKPYf,I came to make an inquiry
YG94Y3fprrC,I came to pay bills
vQwDbeTqNVr,I came to visit a patient
PHKk3ilL8Kp,I have a relative working here
r6uNGvclom7,I will strongly recommend
LMyLQeibTD4,I will very strongly discourage him/her
zQbnLdg112y,I will very strongly encourage him/her
IVVDnZZtqFB,I.
gcVpRE01995,I.S.M.T
tMEFFDHQCAW,ICU
eDMT0jWB4he,ICWK
f29gFk4cY6Q,IDUs Female
vv8BCBwSr0J,IDUs Female
xNHMzs43WMw,IDUs Female
KAsG2KHUxfn,IDUs Male
ThtWEEshOaR,IDUs Male
TyubU3XOEL9,IDUs Male
YKuZkYAIYQq,"IGANJO CHV,S"
Kkqkt8F31TB,"IKALA ,UKYENE SUPPORT GROUP"
BIkqLyhfq4B,IKUMBI HEALTH WORKERS GROUP
ihatOLJclAC,IKUMBI HEALTH WORKERS SELF HELP GROUP
jE8yeFmLjp0,ILAKIPIAK MAASAI PASTORALIST AGAINST HIV AND AIDS
s0ziuK9L8tI,ILPOLEI COMMUNITY BASED ORGANISATION
cxUf9AQEASS,IMA WORLD HEALTH
HTcLbAuiPWa,IMA WORLD HEALTH
vzJUPxWqXRj,IMP UNITY NEIGHBOURS SHG
O51eYi2XyOp,IMPACT 2 MAGNETIC YOUTH GROUP
B48bvW4ech8,IMPACT RESEARCH & DEVELOPMENT ORGANIZATION       LILIAN ATIENO
eLUBl8UjuUM,IMPACT RESEARCH DEVELOPMENT ORGANIZATION
DfRXAbVuWzB,IMUKAKAKSE DISABLED SHG
tJEYQQNF6Wa,IMUKAKSE DISABILITY SELF HELP GROUP
vkSMAklghNQ,INET COMMUNITY DEVELOPMENT PROGRAMME
Z9ypk0CuAJa,INNOVATIVE CENTRE FOR COMMUNITY DEVELOPMENT
XVDRJvRHUwA,IQRA Self Help Group
U8KtNINyIrk,ISOGE TEGELGAA GROUP
sHgxf9VgIRR,ISOLATION
szjWdpjHTDe,ISOLATION
IkcODIplvAH,ITEMBE FARMERS FIELD SCHOOL
xb2PGP25gKj,ITEN INTEGRATED ENVIRONMENTAL CONSERVATION
YcWrnIvw1DX,ITET WIDOWS WOMEN GROUP/SINGLE
GOydyeXiVpG,IYASAT KATUNGA SELF HELP GROUP
gcVpRE00854,Ibacho 08 Support Group
gcVpRE00858,Ibanchore Sub-Location Youth Group
gcVpRE00881,Ibeno Health Workers Group
bGvXDaZO9GE,Ibeno Self Help Support Group
gcVpRE00882,Ibeno Youth Elite Self-Help Group
XnCIPseYnOw,Ichani Wg
gcVpRE02902,Ichuga Fighters Of Hiv/Aids
sSrfano9j9y,Ichuga challenged clientele
c2Qcoq7c0hK,Ideler health unit ommunity based organization
eVXONSLKFdD,Identified problem / gap
OSVE5HdsRtN,Identified problem / gap
gcVpRE02131,Iftin Bunge Youth Group
gcVpRE01759,Igambangombe Ovc
EfLukFlRgKc,Igamurathi community unit 
gcVpRE02446,Igana Wendani Plwhiv Cbo
gcVpRE02881,Iganjo Sublocation Chw Cbo
gcVpRE03116,Igegania One Family S.H.G
yqK2EseY2uA,Igembe development program(IGEDEP)
EMPQVkqYA2F,Igembe metal scrabs dealers 
S8N7EYYmxax,Igembe north youth empowerment agenda
gcVpRE01095,Igoma Banana Shg
gcVpRE01085,Igoma Vision
gcVpRE01093,Igoma Youth Group
yc58uwtDbZU,Igor Self Help Group
gcVpRE02732,Igwamiti Hiv/Aids/Orphans Support Cbo
gcVpRE02832,Ihara Utheri Cbo
gcVpRE01284,Ihope Foundation
gcVpRE02627,Ihururu Intiative
gcVpRE02618,Ihururu Vision Group
gcVpRE02148,Ijara Development Association Group
gcVpRE02147,Ijara Jalish Water Resource User
gcVpRE02143,Ijara Jaribu Woman Trades
gcVpRE02157,Ijara Planet For Youth Development
gcVpRE02144,Ijara Towfiq Women Group
hLRG9kgoiOa,Ijirani Mwema Self Group 
gcVpRE03365,Ikinu Community Health Unit
gcVpRE03361,Ikinu Jua Kali Cbo
gcVpRE01048,Ikoba Christian Shg
uMAjNvMqAmY,Ikolomani Health Workers Group
gcVpRE01525,Ikonge Vineyard Y/G
AWgEFG2tVIb,Ikori Youth Group
apl9km0cWaX,Ikumbi Health Workers Self Help Group
oqxRadL4t2h,Ikumu Coc Women Group
gcVpRE03288,Ikurugu Chws Cbo
hyj8UtmosE0,Ilana HIV/AIDS Group
gcVpRE02135,Illsan Self Help Group
xbTsHpmRwMy,Ilungu Amkeni Aids A.Shg
ckuOWpQA80d,Imani 
gcVpRE00910,Imani Agape Voice Of Hope
gcVpRE02464,Imani Cbo
gcVpRE01704,Imani Community Development Programs
JmxrZfjW03k,Imani Cvc Self Group
fXBEs7ZNC11,Imani Dadisa Women group
gcVpRE00238,Imani Disabled Shg
mSTm4xzpiOT,Imani Kathama self help group 
lmp6NV1hNu3,Imani Lusumu support Group
i5t59UgDHdM,Imani New Step Instep
Jj2JCRuX8pZ,Imani OVC Self Help Group
gcVpRE00656,Imani Rehabilitation Agency
gcVpRE01892,Imani S.H.G
E34vsXDNcc9,Imani Self Help Group
gcVpRE00073,Imani Self Help Group
a3V7BoJ7QhA,Imani Shg
Wn9FbhB0Uxx,Imani Support Group
C1W4547UxhC,Imani W. Group
gcVpRE01753,Imani Youth
xJL7LyyqXd3,Imani new step instep
la6wjyMLLTL,Imani self help group 
tCxVo67gTxU,Imani vision laithici women group 
U5HlASS59BT,Imarika Support Group
OOZP0BrVAN9,Imarisha Afya
gcVpRE01363,Imbosak Selp Group
goPOilYBapj,Imipenem
W5Qle3kjtWj,Imipenem
KWHQUwz0wiU,"Imipenem, Imipenem"
Xs0s00wndNC,"Imipenem, Imipenem"
bic7qImJY5n,"Imipenem, Resistant(R)"
EyVeGSlyXS3,"Imipenem, Resistant(R)"
IWC7WKt7a4C,"Imipenem, Resistant(R)"
jGo18oxi3rq,"Imipenem, Resistant(R)"
mMvg7JdUXMS,"Imipenem, Resistant(R)"
NRyCpmtFS6D,"Imipenem, Resistant(R)"
ShTbsR75cZ5,"Imipenem, Resistant(R)"
uQyWBAyFS6T,"Imipenem, Resistant(R)"
VGctJTqSn66,Impact 2 Magnetic Youth Group
gcVpRE00123,Impact Reseacrh And Development Organization
nsB4sjJEQxV,Impact Reseacrh And Development Organization
dEpdtJkdJXU,Impact Research And Development Organization
gcVpRE00036,Impact Research And Development Organization
oXTU0d3zwF1,Impact Research and Development Organization
tyCNcf5l9X9,"In-Patient, 20 yrs +"
dKYsgy1PjeX,"In-Patient, 5-19 yrs"
Iqc3hqMwVqK,"In-Patient, < 5 yrs"
bURq0IKlJHN,Indangalasia Community Hiv/Aids Resource Centre
gcVpRE00197,Indangalasia Community Hiv/Aids Resource Centre
cgPy79x9yAy,Indangalasia Cunicef Group
CPfMTurRsus,Indangalasia Resource Center
ghOvofER7Vy,Indangalasia Resource Center
RCDGKRcfQ3z,Induata Emaa CBO
c9K1reliuW8,Induata Emaa Cbo
zwoViRh1vM0,Inee faith based organisation
v27277gCNZs,Inet Community Development Programme
ogzNBTAmd4C,Inflammatory
SnEXI5sDiBo,Inflammatory
Wxr1SaFlTI5,Inflammatory
gcVpRE03132,Ingia Ufaulu Gakoe S.H.G
wm8KfSdWSiV,Ingoma Women Champions
m4fj6OJEUeG,Inheart
eFNG6C60Zgp,Iniga Self Help Group
gcVpRE02350,Ininityaridland Empowerment Focus
gcVpRE01695,Initiative Center For Community Development
k7ZFtyEQUrt,Injection site abscess
gcVpRE01711,Injili Moyie Support Group
uU10X4qf2fI,"Inmates, Female"
dc5yJh0eF2p,"Inmates, Male"
W7yJWKcm6Tj,Innocent Children Support Group 
oWuH3CZm3Id,Inpatient
HBo8vAmzv5P,"Inpatient, 5<16 yrs,  Female"
idLvJUBLKO3,"Inpatient, 5<16 yrs, Female"
Uqjd7E31Xkf,"Inpatient, 5<16 yrs, Male"
V4scNeLvCJG,"Inpatient, 5<16 yrs, Male"
Tr98w2CG8DV,"Inpatient, < 5 yrs,  Female"
mc4kvSS3Gfr,"Inpatient, < 5 yrs, Female"
px8KCmwoOoT,"Inpatient, < 5 yrs, Male"
z2XgI0Z6N2T,"Inpatient, < 5 yrs, Male"
lkgQ38O2V4D,"Inpatient, ≥16yrs,  Female"
bqE2gt22gMy,"Inpatient, ≥16yrs, Female"
p2YMtQwfaul,"Inpatient, ≥16yrs, Male"
QWshKHY1vc9,"Inpatient, ≥16yrs, Male"
gcVpRE00013,Institute For Development And Welfare Services
rX1eGOI5lYF,Institute For Development And Welfare Services
x50dp6oG0Dj,Institute for Development and Welfare Services (IDEWES)
SEjXg5KxH7e,Institute for Development and wlefare Services
wxVqrx9HCsz,Institute for Development and wlefare Services
gcVpRE03362,Integrated Community Dev.Programme
gayFpyso2Ss,Integrated Development Facility
gcVpRE00160,Integrated Development Facility
gcVpRE00503,Inter-Denomination Pastors Development Project
gWQT3D12huB,Interclan youth group
JZkoFwwrf8t,Intergrated AIDS Program
gcVpRE00796,Intergrated And Sustainable Community Development Project
t5RZHP1YQ3m,International Centre For Reproductive Health
Wmb8LYlEuDJ,International Centre For Reproductive Health
gcVpRE00155,International Committee For The Development Of Peoples
wCOCpANcdpr,International Committee For The Development Of Peoples
gcVpRE00224,International Institute Of Rural Reconstruction-Africa Regional
lTRjjLLR1cC,International Institute Of Rural Reconstruction-Africa Regional
DqodznrAKhw,Inua Girls Group
ZI2TONZJw4c,Inua Maisha S/Help Group
gcVpRE01512,Inuka Kenya
fXfdcwumGBu,Inuka SHG
gcVpRE00365,Inuka Self Help Group
gcVpRE01655,Inuka Support Group
gcVpRE01661,Inungo
PEt9kMn1JVe,Invasive Ventilation (Ett/Tracheostomy)
gcVpRE00883,Inyora Self-Help Group
WcF3AzeAdL2,Iqira Youth Group
gcVpRE02142,Iqra Gender Focus
gcVpRE00410,Iqra Shg
gcVpRE02118,Iqra Women Group
gcVpRE00833,Irabolo Cbo
gcVpRE00829,Irabolo Support Group
X0XbmdgnMiH,Irechelo Sida Control Group
gcVpRE01826,Irias
VR6jBjk0RAd,Irima Caregivers
kPc5fPqamA4,Irimis Youth Group
gcVpRE02104,Irshaa Youth Group
HgrdSrsO7oL,Irugamio Health Support Group
OsWcEQeXXIK,Irugamio Healtn support group
D7hLfiHmT87,Irunduni Community Development Forum 
LbhKetGM1El,Ishiara Apostacy SHG
gcVpRE01294,Isibania Cbo
gcVpRE01302,Isibania Hope Of Life S.G
aEKbObizkom,Isiolo County
q1Ssx3zvsJr,Isiolo County
aODKw3PlFx2,Isir Commmunity Development
BW2gkQtXsD9,Isiukhu 2002 Shg
gcVpRE02273,Iskashato Waldageti Self Help Group
gcVpRE01779,Iskhabani Women Group
jgB2E76zzPQ,Island Caregivers Support Group
MkeEDvLhoDL,Isoge Tegelgaa Group
lITe5VCszxc,Issued
Ph0OlAs9NP0,Issued
LkO5M9beZqG,Issued/Dispensed
rCIVXActbZx,Issued/Dispensed
DTYqflFj4uE,Ist Time Insertion
gcVpRE01416,Isumba Women Group
HaQGZHjxPMY,It is near my home / easily accessible
HE1l2gCfz6a,Itambui Sg
FhfiNUeuiud,Itambui Support Group
QMRZKKwX4lF,Itambul Support Goupg
HaI3p8juica,Itembe Farmers Field School
gcVpRE02855,Ithanga Community Health Cbo Care Self Help Grup
gcVpRE02680,Ithanji Mairungi Cbo
knVjLmN67rQ,Ithatha W. Group
gcVpRE00411,Ithike Withayu Women Group
gcVpRE02793,Ithuka Cbo
gcVpRE01514,Itibo Youth Group
gcVpRE01026,Itierio Zion Youth Group
n3swSh7gtWd,Itinerant Community Amelioralion Team 
UAc3y3xOKGg,Itinerarion comm. Amerioration team
gcVpRE01030,Itogio Zero Grazing Wg
J98NFF8hqUJ,Itondo Educational Welfare Group
gcVpRE00982,Itongo High Youth Group
W5ob5cvMqYw,Itugururu tumaini children center 
rhu0rFubcca,Itumbulio Women Group
gcVpRE02949,Itundu Pig And Fish Keepers
A4J9KuqCvt5,Itundu pig & fish raring shg
HbkoUnBdgEP,Iveti Ndiwa women group-Karaba 
W8XGiq2MTh3,Ivonda Post Test Shg
gcVpRE01064,Iyabe Post Test Group
gcVpRE01066,Iyabe Wisdom Support Group
OW4Wk7LTQAu,J&J
lU7ANuNPqCp,JAKIM BODA BODA
g8oaBgkZAbd,JAMII WOMEN GROUP
EPcZ4inqvW9,JARIBU YOUTH GROUP
I310gZT52ZJ,JESUS LOVES MINISTRY
NFILBbwE549,JIKAZE JUA KALI SIBANGA GROUP
qIsM27Ik18i,JIKAZE SINGLE WOMEN GROUP
spC37JhLSJo,JIOKOE SELF HELP GROUP
BL8lTfOD6LI,JIPANGE COMMUNITY HIV/AIDS NETWORK GROUP
DF6NITz58Ix,JIPE MOYO SUPPORT GROUP
evsUTTkWg66,JIPE MOYO SUPPORT SELF HELP GROUP
PhuXNMHyjCd,JIPENDE SUPPORT SELF HELP GROUP
S0E61Hxnn9d,JITEGEMEA HIV SUPPORT GROUP
EOFEJUrItjI,JOY GUARDIAN S.H.G
eCNKGTcYaMQ,JOYMERCY AGENCIES
nwzCpNtfClh,JUA KALI CHESOI WOMEN GROUP
skzGtLHphZU,JUDEA S.H.G
KQWc9ujXQMB,JUMATATU WIDOWS SHG
gcVpRE03089,Jabezi
gcVpRE00839,Jaboma Development Group (Cbo)
gcVpRE01105,Jakeza Shg
ePxaYG1b50A,Jakim Boda Boda
gcVpRE00571,Jalem Community Based Organization
jSbg6Jfy9fw,Jali Afya Yako Support
gcVpRE02168,Jamal Youth Group
t1lqtltfO8s,Jambo C.H.W Chaani C.B.O
gcVpRE03514,Jambo Puppeteers Group
gcVpRE00572,Jambo Women Group
gcVpRE02258,Jamhuria Women Group
sXbWSBiIyTI,Jamii Bora Support Group
gcVpRE00504,Jamii Moja Widows And Orphans
s5kwYWWazOk,Jamii Women Group
jWLhIeHrobo,Jamii Ya Neema Women Group
gcVpRE01397,Jamii Youth Group
z6M6sQ9vX8T,Jamole shg
gcVpRE00505,Janaa Investments
gcVpRE02212,Jarbaley Aids Awareness
gcVpRE02097,Jarirot Youth Development
gufo2DnbMSj,Jarphas Comm Devpt Grp
DFNPNTjKjs7,Jashdrine Youth Support Group
gcVpRE03037,Jasho Mukawa Cbo
gcVpRE01097,Jasho Paultry Farmers Shg
gcVpRE00657,Jawabu Community Hope
gcVpRE01161,Jayoro Youth Group.
XGv4xlV3TYu,Jedan Community Centre
gcVpRE00462,Jedan Communty Centre
gcVpRE00463,Jehovah Jireh Children Home
V8de5Q5RWf2,Jembe Women Group
VOK3c5APAqh,Jepkoyai Commuinty Based Organization
xVKJQk7YI9C,Jepkoyai Support Group
gcVpRE02153,Jerey Eco Friendly Youth Group
gcVpRE00626,Jericho Jua Kali Market Upendo Group
ae2IgIg9FmU,Jesus Love Ministry
knGy2gAu6MW,Jesus Love Ministry
gcVpRE01748,Jesus Ni Bwana
MDyyGqQMKqm,Jesusislord Cbo
Jxm0oRgHQSF,Jeza Adimaye Silc Group
gcVpRE01847,Jiamulie
JFa9KuvKXx9,Jibidishe Support Group
rKrLhKxTaA6,Jifahamu Kenya Foundation
LvJJq1VSY9T,Jigetemee Women Group
gcVpRE01018,Jiimarishe Shg
u89mkPA0Vs2,Jiinue 
DGkifKnihYt,Jiinue Post Test Club
Cwc43u468pE,Jiinue Self Help Group
kuJt6oJ3hl4,Jiinue Shg
gcVpRE01813,Jijenge Bodaboda
gcVpRE00573,Jijenge Daima Shg
AJ1l7w86hXV,Jikaze SHG
h2j5raFbcIP,Jikaze Single Women Group
HvTroofSXVY,Jikaze Women Group
z1Px2d7Box9,Jikaze Women Group Okatekoko
aQWG6zbMbcf,Jikaze Youth Group
gcVpRE00395,Jikomboe Upesi Couples Community Group
gcVpRE03515,Jikubali Support Group
yypAFb1zgLc,Jilee Tuishi Support Group
gcVpRE01710,Jilinde Support Group
gcVpRE01872,Jinjenge Youth Group
nlRpD1xONNt,Jioe Moyo Cbo
x2i4UEO0JrK,Jiokoe Post Test Club
ZqL8FOWNO9N,Jiokoe Support Group
gcVpRE00464,Jipange Youth Groups
gcVpRE03162,Jipe Moyo
dppc4wPkMiH,Jipe Moyo Shg
ifrbQWj22Zf,Jipe Moyo Support Group
gcVpRE00318,Jipe Moyo Utaishi
JdfKObvKT1B,Jipe Moyo Women Group
gLfXRg8bFyK,Jipemoyo
gcVpRE03524,Jipeni Moyo Support Group
sjOwPc95UYi,Jirani Mwema Sg
gcVpRE00227,Jirani Mwema Shg                    Shg
gcVpRE01496,Jirani Mwema Y.G
rlrzZN3hZvZ,Jire CBO
gcVpRE02230,Jirma Mwangaza Group
gcVpRE00627,Jisaidie Development Network
tiv6TjRCW2a,Jisaidie Women Group
teRRWttEcre,Jishauri Support Group
VyrPo3Uh9He,Jishauri Wema
F3b9HlHRF3b,Jitahidi F.W Group
Cev28XPZqSf,Jitahidi Gakunku SHG
kANuNKwuRVe,Jitahidi S.H Group
gcVpRE03124,Jitahidi S.H.G
RCE5F9HCQas,Jitahidi Self Help Group
AGfJtenGJA6,Jitahidi Vision 2030
rRLCY1jEvWq,Jitahidi Women Group
gcVpRE00988,Jitambue  Hiv Testing & Counselling CounselorsSelf Help Group
gPdoe6eoEX3,Jitambue Uishi Support Group
rKsk0EDn5wD,Jitambue Uishi Support Group
xKbQJPteIZQ,Jitambulishe Malinya Support
jmpvcCvmETG,Jitegemea Self Help Group
GXyyrfZN8aD,Jitegemee Disabled Shg
vDepL4UONjq,Jitihada
SMOPNvwzwX9,Jitihada Youth Group
oATrW7dTvsO,Jitinda Shg Mushroom
uT9TwQpqDzw,Jitokeze Na Uishi Support Group
tlWDZz8vXTi,Jitokeze Post Test Club
IfNAcucuRkP,Jitolee Kimilili Muslim
GjhiSSEj1Up,Jitolee Post Test Group
ZYMweq0d7BB,Jitolee Support Group
AnJPgP4HZkG,Jitulize Fish Women Group
ODsNIiZeBLY,Jitume Youth Group
ePdCWGUPeAw,Jitunze Women Group
gcVpRE01162,Jiu Pachi Community Based Support Centre.
PteXaNF0bbC,Joanna
UzrzjL2NylN,Jocha Self Help Group
SNbTYJvCaNq,Jocha Support Group
gcVpRE01439,Joelina Shg
gcVpRE00999,Jogoo  Vision Women Group
gcVpRE00412,Johnsaga Youth Group
gcVpRE01714,Joint Efforts Youth Group
gcVpRE01297,Joint Progressive Youth G.
gcVpRE02677,Jokamwa Cbo
gcVpRE01164,Jol Wadu Thim Self Help Group
SlI8Y9OorvK,Jolly Sh&Sg
gcVpRE01142,Jope Women  Group
